actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title
Tom Cruise,Marc Blucas,Jordi Mollà,James Mangold,Action|Comedy|Romance,knight and day
Morgan Freeman,Tom Cruise,Zoë Bell,Joseph Kosinski,Action|Adventure|Mystery|Sci-Fi,oblivion
Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action|Adventure|Fantasy|Sci-Fi,star wars: episode iii - revenge of the sith
Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action|Adventure|Fantasy|Sci-Fi,star wars: episode ii - attack of the clones
Steve Buscemi,John Ratzenberger,James Coburn,Pete Docter,Adventure|Animation|Comedy|Family|Fantasy,"monsters, inc."
Hugh Jackman,Tao Okamoto,Rila Fukushima,James Mangold,Action|Adventure|Sci-Fi|Thriller,the wolverine
Natalie Portman,Liam Neeson,Ian McDiarmid,George Lucas,Action|Adventure|Fantasy|Sci-Fi,star wars: episode i - the phantom menace
Ryan Reynolds,Emma Stone,Nicolas Cage,Kirk De Micco,Adventure|Animation|Comedy|Family|Fantasy,the croods
Alain Delon,Santiago Segura,Vanessa Hessler,Frédéric Forestier,Adventure|Comedy|Family|Fantasy,asterix at the olympic games
Nicolas Cage,Roger Willie,Noah Emmerich,John Woo,Action|Drama|War,windtalkers
Chris Hemsworth,Sam Claflin,Charlize Theron,Cedric Nicolas-Troyan,Action|Adventure|Drama|Fantasy,the huntsman: winter's war
Noel Fisher,Danny Woodburn,Jeremy Howard,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,teenage mutant ninja turtles
Phaldut Sharma,Basher Savage,Amy Warren,Alfonso Cuarón,Adventure|Drama|Sci-Fi|Thriller,gravity
Jamie Renée Smith,Grant Heslov,Tzi Ma,Roger Donaldson,Action|Adventure|Thriller,dante's peak
Stephen Amell,Noel Fisher,Brad Garrett,Dave Green,Action|Adventure|Comedy|Sci-Fi,teenage mutant ninja turtles: out of the shadows
Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Josh Trank,Action|Adventure|Sci-Fi,fantastic four
Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,Action|Adventure|Comedy|Family|Fantasy,night at the museum
Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Brad Peyton,Action|Adventure|Drama|Thriller,san andreas
Vincent Schiavelli,Colin Salmon,Joe Don Baker,Roger Spottiswoode,Action|Adventure|Thriller,tomorrow never dies
Heath Ledger,Adam Baldwin,Tom Wilkinson,Roland Emmerich,Action|Drama|History|War,the patriot
Brad Pitt,Julia Roberts,Mini Anden,Steven Soderbergh,Crime|Thriller,ocean's twelve
Brad Pitt,Angelina Jolie Pitt,Stephanie March,Doug Liman,Action|Comedy|Crime|Romance|Thriller,mr. & mrs. smith
Kate Winslet,Theo James,Mekhi Phifer,Robert Schwentke,Adventure|Sci-Fi|Thriller,insurgent
Leonardo DiCaprio,Adam Scott,Frances Conroy,Martin Scorsese,Biography|Drama,the aviator
James Corden,Catherine Tate,Olly Alexander,Rob Letterman,Adventure|Comedy|Family|Fantasy,gulliver's travels
Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Michel Gondry,Action|Comedy|Crime|Sci-Fi|Thriller,the green hornet
George Peppard,Dirk Benedict,Dwight Schultz,unknown,Action|Adventure|Crime,the a-team            
Eva Green,Sullivan Stapleton,Peter Mensah,Noam Murro,Action|Drama|Fantasy|War,300: rise of an empire
Mahadeo Shivraj,Tim Gunn,Madison McKinley,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,the smurfs
Steve Buscemi,Roseanne Barr,G.W. Bailey,Will Finn,Animation|Comedy|Family|Music|Western,home on the range
Naomi Watts,Theo James,Zoë Kravitz,Robert Schwentke,Action|Adventure|Mystery|Sci-Fi|Thriller,allegiant
Hugh Jackman,Torey Michael Adkins,Olga Fonda,Shawn Levy,Action|Drama|Sci-Fi|Sport,real steel
Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,the smurfs 2
Jason Patric,Temuera Morrison,Lois Chiles,Jan de Bont,Action|Crime|Romance|Thriller,speed 2: cruise control
Harrison Ford,Moises Arias,Aramis Knight,Gavin Hood,Action|Sci-Fi,ender's game
Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Len Wiseman,Action|Adventure|Thriller,live free or die hard
Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,Action|Adventure|Drama|Fantasy,the lord of the rings: the fellowship of the ring
Jim Broadbent,Steve Coogan,Cécile De France,Frank Coraci,Action|Adventure|Comedy,around the world in 80 days
Will Smith,Jada Pinkett Smith,Joe Morton,Michael Mann,Biography|Drama|Sport,ali
Sean Hayes,Kelly Preston,Spencer Breslin,Bo Welch,Adventure|Comedy|Family|Fantasy,the cat in the hat
Will Smith,Bruce Greenwood,Chi McBride,Alex Proyas,Action|Mystery|Sci-Fi|Thriller,"i, robot"
Liam Neeson,Orlando Bloom,Philip Glenister,Ridley Scott,Action|Adventure|Drama|History|War,kingdom of heaven
Chazz Palminteri,Nathan Lane,Jeffrey Jones,Rob Minkoff,Adventure|Comedy|Family|Fantasy,stuart little
Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Ron Clements,Animation|Family|Fantasy|Musical|Romance,the princess and the frog
Matt Damon,Donald Glover,Benedict Wong,Ridley Scott,Adventure|Drama|Sci-Fi,the martian
Mathew Buck,unknown,unknown,Christopher Barnard,Comedy,"10,000 b.c.            "
Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,the island
Del Zamora,Warren Beatty,Garry Shandling,Peter Chelsom,Comedy|Romance,town & country
Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Dominic Sena,Action|Crime|Thriller,gone in sixty seconds
Djimon Hounsou,Connie Nielsen,Oliver Reed,Ridley Scott,Action|Drama|Romance,gladiator
Tom Cruise,Frank Grillo,Jessica Capshaw,Steven Spielberg,Action|Mystery|Sci-Fi|Thriller,minority report
Daniel Radcliffe,Rupert Grint,Emma Watson,Chris Columbus,Adventure|Family|Fantasy|Mystery,harry potter and the chamber of secrets
Eva Green,Tobias Menzies,Ivana Milicevic,Martin Campbell,Action|Adventure|Thriller,casino royale
Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Tim Burton,Action|Adventure|Sci-Fi|Thriller,planet of the apes
Joe Morton,Jenette Goldstein,S. Epatha Merkerson,James Cameron,Action|Sci-Fi,terminator 2: judgment day
Johnny Depp,Christian Bale,Stephen Graham,Michael Mann,Biography|Crime|Drama|History|Romance,public enemies
Denzel Washington,Ruby Dee,RZA,Ridley Scott,Biography|Crime|Drama,american gangster
Jamie Lee Curtis,Tia Carrere,Tom Arnold,James Cameron,Action|Comedy|Thriller,true lies
Denzel Washington,Ramon Rodriguez,Michael Rispoli,Tony Scott,Action|Crime|Thriller,the taking of pelham 1 2 3
Robert De Niro,Blythe Danner,Teri Polo,Paul Weitz,Comedy|Romance,little fockers
Dwayne Johnson,Will Ferrell,Derek Jeter,Adam McKay,Action|Comedy|Crime,the other guys
Vanessa Williams,James Coburn,Roma Maffia,Chuck Russell,Action|Drama|Mystery|Thriller,eraser
Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Quentin Tarantino,Drama|Western,django unchained
Demi Moore,Jason Alexander,Bill Fagerbakke,Gary Trousdale,Animation|Drama|Family|Musical|Romance,the hunchback of notre dame
Eartha Kitt,Wendie Malick,John Fiedler,Mark Dindal,Adventure|Animation|Comedy|Family|Fantasy,the emperor's new groove
Jason Statham,Sylvester Stallone,Bruce Willis,Simon West,Action|Adventure|Thriller,the expendables 2
Nicolas Cage,Armando Riesco,Annie Parisse,Jon Turteltaub,Action|Adventure|Comedy|Family|Mystery,national treasure
Djimon Hounsou,Ed Speleers,Gary Lewis,Stefen Fangmeier,Action|Adventure|Family|Fantasy,eragon
Catherine O'Hara,Ryan Corr,Max Records,Spike Jonze,Adventure|Drama|Family|Fantasy,where the wild things are
Hugh Jackman,Cara Delevingne,Nonso Anozie,Joe Wright,Adventure|Family|Fantasy,pan
Josh Hutcherson,Emma Kenney,Troy Evans,Chris Wedge,Adventure|Animation|Family|Fantasy,epic
Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Florian Henckel von Donnersmarck,Action|Romance|Thriller,the tourist
CCH Pounder,Mark Margolis,Udo Kier,Peter Hyams,Action|Fantasy|Horror|Mystery,end of days
Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Edward Zwick,Adventure|Drama|Thriller,blood diamond
Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Martin Scorsese,Biography|Comedy|Crime|Drama,the wolf of wall street
Michael Gough,Rene Auberjonois,Debi Mazar,Joel Schumacher,Action|Adventure|Fantasy,batman forever
Jake Busey,Patrick Muldoon,Seth Gilliam,Paul Verhoeven,Action|Sci-Fi|War,starship troopers
Tom Hanks,Jim Sturgess,Jim Broadbent,Tom Tykwer,Drama|Sci-Fi,cloud atlas
Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Zack Snyder,Action|Adventure|Animation|Family|Fantasy,legend of the guardians: the owls of ga'hoole
Frances Conroy,Christopher Heyerdahl,Alex Borstein,Pitof,Action|Crime|Fantasy|Romance|Thriller,catwoman
Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Brett Ratner,Action|Adventure,hercules
Joseph Gordon-Levitt,Martin Short,Michael Wincott,Ron Clements,Adventure|Animation|Family|Sci-Fi,treasure planet
Will Ferrell,Anna Friel,Bobb'e J. Thompson,Brad Silberling,Adventure|Comedy|Sci-Fi,land of the lost
Jason Statham,Sylvester Stallone,Harrison Ford,Patrick Hughes,Action|Adventure|Thriller,the expendables 3
Ray Winstone,Edgar Ramírez,Delroy Lindo,Ericson Core,Action|Crime|Sport|Thriller,point break
Jamie Kennedy,Traylor Howard,Ben Stein,Lawrence Guterman,Comedy|Family|Fantasy,son of the mask
Chris Hemsworth,Benjamin Walker,Frank Dillane,Ron Howard,Action|Adventure|Biography|Drama|History|Thriller,in the heart of the sea
Rosario Dawson,Randy Quaid,Burt Young,Ron Underwood,Action|Comedy|Sci-Fi,the adventures of pluto nash
Matt Damon,Sean Huze,Igal Naor,Paul Greengrass,Action|Drama|Thriller|War,green zone
Francesca Capaldi,Venus Schultheis,Bill Melendez,Steve Martino,Adventure|Animation|Comedy|Family,the peanuts movie
Ben Gazzara,Felicity Huffman,Campbell Scott,David Mamet,Drama|Mystery|Thriller,the spanish prisoner
Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Stephen Sommers,Action|Adventure|Fantasy|Thriller,the mummy returns
Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Martin Scorsese,Crime|Drama,gangs of new york
Christian Bale,Ni Ni,Shigeo Kobayashi,Yimou Zhang,Drama|History|Romance|War,the flowers of war
Jeff Bridges,Zooey Deschanel,Jon Heder,Ash Brannon,Animation|Comedy|Family|Sport,surf's up
Jon Lovitz,Matthew Broderick,Roger Bart,Frank Oz,Comedy|Sci-Fi|Thriller,the stepford wives
Ioan Gruffudd,Sam Shepard,Ewen Bremner,Ridley Scott,Drama|History|War,black hawk down
Will Ferrell,Thomas Middleditch,Katherine LaNasa,Jay Roach,Comedy,the campaign
Milla Jovovich,Bruce Willis,Gary Oldman,Luc Besson,Action|Adventure|Sci-Fi,the fifth element
Chris Noth,Liza Minnelli,Kristin Davis,Michael Patrick King,Comedy|Drama|Romance,sex and the city 2
Frank Welker,Rosie Perez,Elton John,Bibo Bergeron,Adventure|Animation|Comedy|Family|Romance,the road to el dorado
Peter Dinklage,Josh Gad,Drake,Steve Martino,Adventure|Animation|Comedy|Family,ice age: continental drift
Hayley Atwell,Derek Jacobi,Lily James,Kenneth Branagh,Drama|Family|Fantasy|Romance,cinderella
Michael Imperioli,AJ Michalka,Tom McCarthy,Peter Jackson,Drama|Fantasy|Thriller,the lovely bones
Alexander Gould,Stephen Root,Brad Garrett,Andrew Stanton,Adventure|Animation|Comedy|Family,finding nemo
Orlando Bloom,Billy Boyd,Bernard Hill,Peter Jackson,Action|Adventure|Drama|Fantasy,the lord of the rings: the return of the king
Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,Action|Adventure|Drama|Fantasy,the lord of the rings: the two towers
Jeff Bridges,Djimon Hounsou,Olivia Williams,Sergey Bodrov,Action|Adventure|Fantasy,seventh son
Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Simon West,Action|Adventure|Fantasy|Thriller,lara croft: tomb raider
Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Wally Pfister,Drama|Mystery|Romance|Sci-Fi|Thriller,transcendence
Michael Jeter,Trevor Morgan,Alessandro Nivola,Joe Johnston,Action|Adventure|Sci-Fi|Thriller,jurassic park iii
James Franco,David Oyelowo,Tyler Labine,Rupert Wyatt,Action|Drama|Sci-Fi|Thriller,rise of the planet of the apes
Martin Short,Tod Fennell,Joan Plowright,Mark Waters,Adventure|Family|Fantasy,the spiderwick chronicles
Bruce Willis,Cole Hauser,Megalyn Echikunwoke,John Moore,Action|Thriller,a good day to die hard
Dennis Quaid,Marc Blucas,Jordi Mollà,John Lee Hancock,Drama|History|War|Western,the alamo
Holly Hunter,Craig T. Nelson,Lou Romano,Brad Bird,Action|Adventure|Animation|Family,the incredibles
Christopher Masterson,Frank Langella,Matthew Modine,Renny Harlin,Action|Adventure|Comedy,cutthroat island
Logan Lerman,Rosario Dawson,Steve Coogan,Chris Columbus,Adventure|Family|Fantasy,percy jackson & the olympians: the lightning thief
Will Smith,Rip Torn,Linda Fiorentino,Barry Sonnenfeld,Adventure|Comedy|Family|Mystery|Sci-Fi,men in black
Tom Hanks,John Ratzenberger,Wayne Knight,John Lasseter,Adventure|Animation|Comedy|Family|Fantasy,toy story 2
Denzel Washington,Rosario Dawson,Ethan Suplee,Tony Scott,Action|Thriller,unstoppable
Mei Melançon,John Lone,Harris Yulin,Brett Ratner,Action|Comedy|Crime|Thriller,rush hour 2
Harrison Ford,Amber Valletta,Miranda Otto,Robert Zemeckis,Drama|Fantasy|Horror|Mystery|Thriller,what lies beneath
Will Forte,Bobb'e J. Thompson,Al Roker,Phil Lord,Animation|Comedy|Family|Sci-Fi,cloudy with a chance of meatballs
Denis Leary,Maile Flanagan,Kelly Keaton,Carlos Saldanha,Action|Adventure|Animation|Comedy|Family,ice age: dawn of the dinosaurs
Adam Scott,Adrian Martinez,Joey Slotnick,Ben Stiller,Adventure|Comedy|Drama|Fantasy|Romance,the secret life of walter mitty
Bill Murray,LL Cool J,Kelly Lynch,McG,Action|Adventure|Comedy|Crime|Thriller,charlie's angels
Leonardo DiCaprio,Matt Damon,Ray Winstone,Martin Scorsese,Crime|Drama|Thriller,the departed
Ming-Na Wen,Harvey Fierstein,June Foray,Tony Bancroft,Adventure|Animation|Family|Fantasy|Musical|War,mulan
Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Ben Stiller,Action|Comedy,tropic thunder
Robin Wright,Goran Visnjic,Joely Richardson,David Fincher,Crime|Drama|Mystery|Thriller,the girl with the dragon tattoo
Bruce Willis,Aldis Hodge,Kevin Chamberlin,John McTiernan,Action|Adventure|Thriller,die hard with a vengeance
Robert Downey Jr.,Eddie Marsan,Robert Maillet,Guy Ritchie,Action|Adventure|Crime|Mystery|Thriller,sherlock holmes
Morgan Freeman,Ayelet Zurer,Moises Arias,Timur Bekmambetov,Adventure|Drama|History,ben-hur
Leonard Nimoy,Jim Varney,Cree Summer,Gary Trousdale,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,atlantis: the lost empire
Bella Thorne,Joshua Mikel,Jesse McCartney,Walt Becker,Adventure|Animation|Comedy|Family|Fantasy|Music,alvin and the chipmunks: the road chip
Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Bryan Singer,Drama|History|Thriller|War,valkyrie
Adam Sandler,Sayed Badreya,Kevin Nealon,Dennis Dugan,Action|Comedy,you don't mess with the zohan
Peter Dinklage,Adam Sandler,Josh Gad,Chris Columbus,Action|Animation|Comedy|Sci-Fi,pixels
Haley Joel Osment,William Hurt,Kevin Sussman,Steven Spielberg,Adventure|Drama|Sci-Fi,a.i. artificial intelligence
Marsha Thomason,Rachael Harris,Marc John Jefferies,Rob Minkoff,Comedy|Family|Fantasy|Horror|Mystery,the haunted mansion
Matthew McConaughey,Tom Skerritt,Larry King,Robert Zemeckis,Drama|Mystery|Sci-Fi|Thriller,contact
Greg Grunberg,Kim Dickens,Joey Slotnick,Paul Verhoeven,Action|Horror|Sci-Fi|Thriller,hollow man
Curtiss Cook,George Harris,Michael Wright,Sydney Pollack,Crime|Mystery|Thriller,the interpreter
Logan Lerman,Leven Rambin,Brandon T. Jackson,Thor Freudenthal,Adventure|Family|Fantasy,percy jackson: sea of monsters
Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Jan de Bont,Action|Adventure|Fantasy,lara croft tomb raider: the cradle of life
Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Jon M. Chu,Action|Adventure|Comedy|Crime|Mystery|Thriller,now you see me 2
Alun Armstrong,Michael Byrne,Velibor Topic,Phillip Noyce,Action|Adventure|Romance|Sci-Fi|Thriller,the saint
Brad Pitt,Stephen Dillane,Catherine McCormack,Tony Scott,Action|Crime|Thriller,spy game
Don Cheadle,Connie Nielsen,Kim Delaney,Brian De Palma,Adventure|Sci-Fi|Thriller,mission to mars
Anne Hathaway,Wanda Sykes,Will.i.am,Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,rio
Robin Williams,Oliver Platt,John Michael Higgins,Chris Columbus,Comedy|Drama|Sci-Fi,bicentennial man
Don Cheadle,Anne Heche,Gaby Hoffmann,Mick Jackson,Action|Drama|Sci-Fi|Thriller,volcano
Harrison Ford,Brad Pitt,Natascha McElhone,Alan J. Pakula,Action|Crime|Drama|Thriller,the devil's own
Liam Neeson,Christian Camargo,Lex Shrapnel,Kathryn Bigelow,Drama|History|Thriller|War,k-19: the widowmaker
Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Josh Trank,Action|Adventure|Sci-Fi,fantastic four
William Smith,Mako,Sandahl Bergman,John Milius,Adventure|Fantasy,conan the barbarian
Paddy Considine,Bruce McGill,Rosemarie DeWitt,Ron Howard,Biography|Drama|Sport,cinderella man
Shirley Henderson,Nathan Lane,Richard E. Grant,Andrey Konchalovskiy,Action|Family|Fantasy|Musical,the nutcracker in 3d
Jeff Bridges,Michael Angarano,Michael O'Neill,Gary Ross,Drama|History|Sport,seabiscuit
Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Jan de Bont,Action|Adventure|Drama|Thriller,twister
Paul Walker,Vin Diesel,Jordana Brewster,Rob Cohen,Action|Crime|Thriller,the fast and the furious
Tom Hanks,Paul Sanchez,Nick Searcy,Robert Zemeckis,Adventure|Drama|Romance,cast away
Robin Williams,Hugh Jackman,Elizabeth Daily,George Miller,Animation|Comedy|Family|Music|Romance,happy feet
Matt Damon,Joan Allen,Oksana Akinshina,Paul Greengrass,Action|Mystery|Thriller,the bourne supremacy
Harrison Ford,Gary Oldman,Dean Stockwell,Wolfgang Petersen,Action|Adventure|Drama|Thriller,air force one
Brad Pitt,Bernie Mac,Elliott Gould,Steven Soderbergh,Crime|Thriller,ocean's eleven
Milla Jovovich,Logan Lerman,Orlando Bloom,Paul W.S. Anderson,Action|Adventure|Romance,the three musketeers
Steve Buscemi,Adam Sandler,Jon Lovitz,Genndy Tartakovsky,Animation|Comedy|Family|Fantasy,hotel transylvania
Jeff Bennett,Teala Dunn,Fred Tatasciore,Kevin Lima,Animation|Comedy|Family|Fantasy|Musical|Romance,enchanted
Caroline Dhavernas,Scott Thompson,Hettienne Park,unknown,Crime|Drama|Horror|Mystery|Thriller,hannibal            
Denzel Washington,Ryan Reynolds,Sam Shepard,Daniel Espinosa,Action|Crime|Mystery|Thriller,safe house
Ioan Gruffudd,Eric Idle,Jim Carter,Kevin Lima,Adventure|Comedy|Family,102 dalmatians
Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Brett Ratner,Action|Comedy|Crime,tower heist
Kate Winslet,Rufus Sewell,Sarah Parish,Nancy Meyers,Comedy|Romance,the holiday
Will Smith,Jake Busey,Lisa Bonet,Tony Scott,Action|Crime|Drama|Mystery|Thriller,enemy of the state
Meryl Streep,Hunter Parrish,Zoe Kazan,Nancy Meyers,Comedy|Drama|Romance,it's complicated
Al Pacino,Matt Damon,Brad Pitt,Steven Soderbergh,Crime|Thriller,ocean's thirteen
Jon Favreau,Debra Messing,Jane Krakowski,Roger Allers,Adventure|Animation|Comedy|Family,open season
Kate Winslet,Theo James,Mekhi Phifer,Neil Burger,Adventure|Mystery|Sci-Fi,divergent
Bob Hoskins,Gabriel Thomson,Clemens Schick,Jean-Jacques Annaud,Drama|History|War,enemy at the gates
Dwayne Johnson,Rosario Dawson,Ewen Bremner,Peter Berg,Action|Adventure|Comedy|Thriller,the rundown
F. Murray Abraham,Tom Noonan,Joan Plowright,John McTiernan,Action|Adventure|Comedy|Fantasy,last action hero
Li Gong,Mako,Karl Yune,Rob Marshall,Drama|Romance,memoirs of a geisha
Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Justin Lin,Action|Crime|Thriller,the fast and the furious: tokyo drift
Jim Broadbent,Imelda Staunton,Michael Palin,Sarah Smith,Adventure|Animation|Comedy|Family|Fantasy,arthur christmas
Anthony Hopkins,Brad Pitt,Jake Weber,Martin Brest,Drama|Fantasy|Romance,meet joe black
Raymond Cruz,Rick Worthy,Jsu Garcia,Andrew Davis,Action|Drama|Thriller,collateral damage
Roy Scheider,Ben Vereen,Max Wright,Bob Fosse,Comedy|Drama|Music|Musical,all that jazz
Julia Roberts,Nathan Lane,Danny Woodburn,Tarsem Singh,Adventure|Comedy|Drama|Family|Fantasy,mirror mirror
Anna Kendrick,Kieran Culkin,Ellen Wong,Edgar Wright,Action|Comedy|Fantasy|Romance,scott pilgrim vs. the world
Glenn Morshower,Tchéky Karyo,Rekha Sharma,Jon Amiel,Action|Adventure|Sci-Fi|Thriller,the core
Larry Miller,Janet Jackson,Chris Elliott,Peter Segal,Comedy|Romance|Sci-Fi,nutty professor ii: the klumps
Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Raja Gosnell,Adventure|Comedy|Mystery,scooby-doo
Wood Harris,Jason Cope,Rakie Ayola,Pete Travis,Action|Sci-Fi,dredd
